M3_Al_0_2,M3_Ca_0_2,M3_Fe_0_2,M3_K_0_2,M3_Mg_0_2,M3_P_0_2,PhosphorusTreatment
454.1679993,3297.030029,56.7901001,655.6519775,449.5570068,185.8829956,11.3
487.394989,3282.040039,67.36599731,716.9840088,462.9089966,203.5449982,0.0
395.9930115,3416.300049,45.80759811,706.3939819,386.3190002,153.3000031,0.0
445.2200012,3718.550049,53.51839828,828.5009766,414.9989929,151.9830017,0.0
437.9849854,3308.679932,51.52920151,627.7969971,426.3940125,173.7369995,0.0
433.0069885,3286.350098,51.38230133,621.4210205,437.70401,178.6880035,0.0
427.0310059,3726.060059,50.06140137,820.4420166,422.5539856,148.6580048,0.0
398.1260071,3396.199951,46.58539963,682.3129883,394.4620056,160.7870026,0.0
420.5650024,3592.689941,51.62789917,807.96698,398.4639893,147.0500031,0.0
452.4020081,3314.830078,55.68780136,653.4310303,446.8569946,182.9250031,11.3
384.2489929,3507.419922,44.39440155,774.4470215,381.5490112,152.9790039,5.6
513.0670166,3237.709961,75.31639862,750.1160278,479.3009949,217.1089935,0.0
374.4719849,3474.100098,42.41139984,762.2360229,369.3580017,150.9799957,0.0
441.8970032,3482.669922,51.17499924,745.2390137,423.7170105,165.2559967,16.9
444.4729919,3637.310059,56.69409943,830.434021,411.3059998,147.3880005,0.0
443.0239868,3611.050049,57.80220032,827.8449707,405.0870056,145.8240051,0.0
443.3770142,3624.540039,57.16550064,828.973999,408.151001,146.5,0.0
438.2919922,3308.5,51.73089981,628.7940063,430.2510071,174.8150024,0.0
427.1340027,3249.899902,50.04589844,603.2189941,420.9159851,167.5579987,0.0
435.9320068,3678.419922,52.8260994,824.2290039,415.5429993,148.5240021,16.9
397.8900146,3547.060059,46.92910004,789.6489868,390.4890137,152.6210022,16.9
375.1759949,3483.570068,42.54299927,763.7719727,372.6960144,151.5200043,0.0
462.5870056,3564.709961,57.93510056,793.1240234,460.0889893,171.9389954,0.0
442.57901,3607.870117,57.83269882,827.2440186,404.3139954,145.7200012,0.0
396.1919861,3541.870117,47.23770142,786.8909912,386.0490112,147.9680023,16.9
391.2489929,3522.909912,45.73849869,782.0310059,385.5889893,153.0740051,0.0
