DI_Al_0_2,DI_Ca_0_2,DI_Fe_0_2,DI_K_0_2,DI_Mg_0_2,DI_P_0_2,DI_Al_2_6,DI_Ca_2_6,DI_Fe_2_6,DI_K_2_6,DI_Mg_2_6,DI_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
229.9290009,3250.0,37.9576988,343.2850037,172.4649963,10.9771004,250.2550049,2976.1201172,54.6492004,273.4079895,152.5,6.1107798,172.5469971,57.9076004,19.8946991,158.2440033,69.4298019,21.4349003
355.2260132,3290.2800293,47.7877007,348.0610046,166.8079987,11.5960999,325.0130005,3340.9799805,50.9057007,307.7479858,162.9539948,6.74438,168.4889984,57.8894997,20.4141998,153.0310059,70.4882965,21.2077999
438.2460022,2484.3999023,72.6378021,268.1719971,258.1629944,45.8749008,409.9719849,2512.5800781,81.286499,210.5119934,231.197998,31.6982994,176.8560028,35.8046989,17.0921001,142.1920013,45.696701,16.0062008
271.1040039,2606.8000488,34.8479996,264.2950134,204.5440063,38.1241989,177.1230011,2628.1000977,47.4365997,211.8820038,203.6660004,28.8649998,172.6150055,44.9308014,17.1233997,148.477005,57.5615005,17.8731995
188.3899994,3246.8100586,37.360199,342.3959961,175.3500061,10.8690996,221.7819977,2718.9199219,65.4933014,251.447998,145.4700012,6.0072799,172.7640076,57.1470985,19.8358994,159.2299957,67.2520981,21.2061005
289.6140137,2638.0400391,46.6102982,267.1910095,210.4129944,39.1734009,198.8580017,2621.8200684,53.1696014,214.7799988,207.9349976,29.2383003,163.9029999,44.0335007,17.1578999,145.8910065,55.0797005,17.1634007
327.9710083,2641.2700195,52.0825005,269.5870056,226.0130005,41.5155983,236.6139984,2602.3601074,59.7755013,214.8549957,214.871994,30.4505997,163.9579926,41.2689018,17.0207996,142.8939972,53.8562012,16.6277008
382.756012,3017.1000977,53.9458008,340.1919861,218.9259949,38.5639992,361.8250122,3087.5,60.7279015,288.5280151,210.4349976,27.3194008,162.2850037,49.2172012,17.6616001,144.253006,61.3268013,18.1481991
264.1210022,2851.3300781,44.1315002,295.6589966,210.0859985,36.421299,205.7140045,2856.4499512,52.8828011,247.7700043,204.2429962,27.9246998,164.3500061,48.9440002,17.6760006,147.6230011,60.8582001,18.0230999
360.0169983,2582.9399414,54.0330009,268.355011,223.9869995,41.5689011,278.9689941,2589.8898926,63.0565987,212.6670074,214.9819946,30.4995003,160.7250061,40.3027992,16.9083004,141.0350037,52.2890015,15.9654999
496.5010071,2253.7399902,83.8009033,257.144989,230.8910065,42.7514,501.8569946,2454.7700195,82.1377029,195.7749939,215.746994,31.3316994,186.7200012,34.3078995,16.9083004,142.1410065,46.2560005,15.9779997
182.6809998,3246.7900391,36.5019989,342.8099976,173.5939941,10.9603996,214.871994,2849.3300781,60.1707993,262.95401,149.0140076,6.0729399,173.897995,57.078701,19.8729,158.8999939,67.763298,21.5275993
499.9089966,2394.9499512,84.6958008,267.6740112,273.6369934,48.0105019,496.1679993,2474.5400391,88.6973038,209.1929932,233.9759979,33.8249016,182.4459991,32.7192001,16.7667999,142.753006,44.3484993,15.6736002
