DI_Al_0_2,DI_Ca_0_2,DI_Fe_0_2,DI_K_0_2,DI_Mg_0_2,DI_P_0_2,DI_Al_2_6,DI_Ca_2_6,DI_Fe_2_6,DI_K_2_6,DI_Mg_2_6,DI_P_2_6,H3A_Al_0_2,H3A_Ca_0_2,H3A_Fe_0_2,H3A_K_0_2,H3A_Mg_0_2,H3A_P_0_2,H3A_Al_2_6,H3A_Ca_2_6,H3A_Fe_2_6,H3A_K_2_6,H3A_Mg_2_6,H3A_P_2_6,TOC_0_2,IC_0_2,TN_0_2,TOC_2_6,IC_2_6,TN_2_6
403.4549866,2918.8601074,59.7967987,322.7520142,188.1660004,13.9723997,379.8999939,3117.3300781,62.9508018,278.0140076,172.0420074,7.6908798,61.0882988,3107.2700195,5.5917501,66.6232986,50.2060013,14.5866003,100.8929977,2797.75,13.1393995,66.2669983,48.3204002,10.7413998,179.3589935,48.3221016,20.5442009,151.1289978,63.3190994,20.8195992
228.1369934,3250.4499512,38.0429993,343.3649902,172.3580017,10.9988003,248.4160004,2972.25,54.759201,273.1669922,152.375,6.1167002,61.9305992,2916.1699219,5.3298302,58.5014,45.5821991,4.7183499,73.5361023,2799.4199219,6.3198299,67.1255035,45.7731018,4.14468,172.2400055,57.8289986,19.8826008,157.9559937,69.2748032,21.4367008
480.4230042,3296.8798828,45.773201,348.447998,163.4100037,11.5925999,448.5950012,3362.0500488,55.9958992,303.9880066,160.5780029,6.71807,67.2020035,3425.8798828,6.5757899,66.8546982,46.5290985,5.1107302,58.0117989,3730.1101074,6.8641801,66.9459991,45.6924019,3.5239401,163.3500061,65.7101974,20.2584991,146.9790039,82.4738998,17.8505993
417.45401,2524.3000488,66.5814972,267.5480042,248.5339966,43.2361984,373.2319946,2545.2900391,73.6873016,212.253006,224.6109924,30.5622997,110.7330017,2258.1699219,14.9231005,71.0177002,67.8996964,52.4019012,135.7480011,2269.6398926,20.2390995,60.9584007,62.7939987,40.5740013,166.8820038,37.0181007,16.9377995,141.8789978,48.8846016,15.6217003
289.9460144,2923.8200684,41.7430992,321.3460083,207.7709961,35.9115982,255.2749939,3012.2399902,53.9160995,275.0799866,203.9199982,25.5177002,78.1430969,2591.5900879,8.7555799,65.4925995,53.2475014,30.2106991,79.3226013,2552.2700195,8.5709896,66.4937973,52.537899,23.5718002,163.9120026,51.1123009,18.4985008,149.375,62.8690987,18.8054008
323.5899963,2558.1000977,44.6850014,264.8590088,206.2920074,38.831501,256.8410034,2599.3898926,55.6487007,209.7689972,206.4440002,29.3342991,102.0479965,1998.5300293,13.1974001,59.6174011,43.1450005,34.338501,91.3363037,2073.6899414,10.4649,60.8097,48.4196014,26.5657005,170.595993,42.4524002,16.9682999,146.529007,53.4141006,16.6968002
383.9100037,2374.75,55.2733994,260.2430115,215.9570007,40.0397987,367.7479858,2545.4899902,64.5183029,203.2680054,206.5809937,29.9291,119.4300003,1622.4000244,16.0958004,60.9300003,61.6038017,39.0483017,96.7556992,1561.4899902,12.6356001,60.8050003,69.8339005,30.3047009,182.8679962,39.2495003,17.0426998,144.2749939,51.3928986,16.6639996
396.0180054,2515.9599609,58.1543999,263.8190002,225.4790039,40.7834015,340.6489868,2552.9699707,67.0988998,207.6230011,216.5189972,29.3323994,109.685997,1987.1999512,14.6075001,65.2021027,65.0110016,43.1814003,109.9599991,2003.1400146,14.5347996,60.6889992,64.9235992,33.6416016,158.4210052,38.4199982,16.8050003,139.7489929,50.4949989,15.1280003
454.8160095,3282.4099121,44.6295013,349.3699951,165.4360046,11.6975002,431.7850037,3099.2800293,59.1206017,280.6109924,149.772995,6.44627,67.4150009,3385.2199707,6.5244899,66.4916,47.8409004,5.04386,57.5709991,3667.7700195,6.5546098,68.0410995,46.7573013,3.3926301,162.1100006,65.0639038,20.0681992,146.0140076,81.4961014,17.9155006
375.730011,3297.4699707,48.5093994,349.4440002,167.072998,11.6859999,332.3670044,3344.7900391,51.2909012,308.4110107,162.348999,6.7901502,62.1912003,3194.9599609,5.7322402,64.3396988,41.4095993,4.85675,60.3045998,3234.3400879,6.4292402,67.2898026,42.0029984,4.0722399,172.1239929,57.9513016,20.4374008,153.9759979,70.9494019,21.4260998
